aret1240	N	gōśrayaṇa	#gəšín$	#gušen$	0.3333333333333333
aret1240	N	páñcadaśa	#paĩnyū$	#panǰanaš$	0.5833333333333334
aret1240	N	māṣya	#māaš$	#māš$	0.125
aret1240	N	plīhán	#plō$	#plāya$	0.375
aret1240	N	graivakaṭa	#liōṛ$	#geuṛī$	0.6666666666666666
aret1240	N	tāˊnva	#tōnuk$	#tā̆n$	0.5
aret1240	V	vilāgayati	#wil$	#ilāˊt$	0.625
aret1240	N	cuccu	#čučūˊ$	#čaċum$	0.4
aret1240	N	pāṁśu	#pōu$	#pāšu$	0.375
aret1240	N	sīvana	#síwon$	#sīwan$	0.25
aret1240	N	yūṣa	#išō̃$	#yuṣ$	0.75
aret1240	N	puśśī	#pisã̄so$	#pušu$	0.6
aret1240	N	bhēna	#bēen$	#bhen$	0.2857142857142857
aret1240	V	pijānāti	#piān$	#pīnāˊt$	0.4
aret1240	N	biḍḍa	#bäṛo$	#biṛī$	0.5
aret1240	N	maṇḍūˊka	#matrek$	#mūn$	0.625
aret1240	N	mr̥gá	#bleaṭo$	#bag$	0.5555555555555556
aret1240	N	śastrá	#šeitr$	#šāṭ$	0.375
aret1240	N	hásta	#ōast$	#hãt$	0.42857142857142855
aret1240	V	bhrāˊjatē	#lohi$	#blōima$	0.4444444444444444
aret1240	N	tr̥ṣṇaka	#tinṓ$	#ṭəṅgun$	0.6
aret1240	N	sphij	#phisūˊ$	#ph$	0.5555555555555556
aret1240	N	nāvyāˋ	#nāāk$	#nuw$	0.625
aret1240	N	prajvāra	#plaǰṓr$	#plāoṛ$	0.45454545454545453
aret1240	N	dákṣiṇa	#dōčin$	#dačin$	0.2222222222222222
aret1240	V	váṇṭati	#wəṇṭ$	#wō̃t$	0.5
aret1240	N	strīˊ	#trīk$	#ṣtī$	0.5714285714285714
aret1240	N	tráyaḥ	#trēä$	#trā$	0.375
aret1240	V	vāˊti	#wayi$	#wō$	0.5
aret1240	N	śáyana	#šāen$	#šan$	0.25
aret1240	N	jvālá	#ǰiāel$	#ǰael$	0.2222222222222222
assa1263	N	tōtta	#thõtā$	#totāti$	0.4444444444444444
assa1263	N	kartyā	#kāsi$	#kāsi$	0.0
assa1263	N	śiṁśápā	#xixu$	#xixā$	0.2857142857142857
assa1263	N	jīvantá	#zīyantā$	#zintā$	0.2727272727272727
assa1263	N	cakrala	#sākli$	#sāklā$	0.2222222222222222
