aret1240	N	pr̥thú	#piṛik$	#puriũ$	0.5
aret1240	N	sūcīˊ	#sūī$	#sūek$	0.2857142857142857
aret1240	N	ghaná	#gaṇ$	#gā̤n$	0.42857142857142855
aret1240	N	masta	#mastrák$	#möč$	0.7
aret1240	N	píṇḍa	#piṇḍer$	#piṇḍṓ$	0.2727272727272727
aret1240	N	lōpāśá	#lṓeč$	#lēēs$	0.4444444444444444
aret1240	N	svāpra	#plōwo$	#sōtru$	0.625
aret1240	N	mahiṣá	#maeṣṓ$	#misṓ$	0.3
aret1240	N	tīkṣṇá	#tinigó$	#dīn$	0.6666666666666666
aret1240	N	jāˊla	#ǰōlik$	#žōl$	0.3333333333333333
aret1240	V	śḗtē	#šū$	#šīe$	0.2857142857142857
aret1240	N	kákṣa	#xac̣em$	#kačāˊ$	0.5555555555555556
aret1240	N	triká	#trikaló$	#trīk$	0.5
aret1240	N	tátra	#tra$	#təri$	0.3333333333333333
aret1240	N	hēmantá	#yéman$	#wemud$	0.5
aret1240	N	pōta	#pōwok$	#pū$	0.5
aret1240	N	ŕ̊kṣa	#yãdotdotič$	#irċe$	0.8571428571428571
aret1240	N	pāˊda	#pō$	#pō$	0.0
aret1240	N	útsa	#ūič$	#uč$	0.2857142857142857
aret1240	V	mriyátē	#bli$	#bilḗ$	0.5
aret1240	N	cāraṇī	#ċōrién$	#čāṇ$	0.6363636363636364
aret1240	N	sūkará	#suōr$	#súkur$	0.375
aret1240	N	caturthá	#ničawóṛ$	#čōuṭ$	0.5833333333333334
aret1240	N	svāmín	#pō̃eš$	#siemīˊ$	0.7777777777777778
aret1240	N	bhakṣakāra	#bačṓr$	#baṣāˊr$	0.4
aret1240	N	śatápad	#dašáp$	#šāwap$	0.5555555555555556
aret1240	N	váṁśya	#waeš$	#wēš$	0.2857142857142857
aret1240	N	śváśura	#šēriem$	#šašilā$	0.5454545454545454
aret1240	N	bhrāˊtr̥	#blō$	#lōró$	0.5
aret1240	N	ḍākínī	#ḍōini$	#dēnik$	0.4444444444444444
aret1240	N	kaṭāṅka	#kã̄ṛagṓ$	#karōnu$	0.5384615384615384
assa1263	N	khōppa	#khopani$	#khop$	0.3333333333333333
assa1263	N	āryaka	#āzo$	#āzā$	0.2857142857142857
assa1263	N	dhárman	#dhām$	#dhām$	0.0
assa1263	N	ārdhikakāra	#ādhiyār$	#ādhiyāri$	0.08333333333333333
assa1263	V	jināˊti	#ziniba$	#ziniba$	0.0
assa1263	N	vātá	#bā$	#bāo$	0.16666666666666666
assa1263	N	putrá	#puta$	#put$	0.16666666666666666
assa1263	N	vīṭā	#birā$	#biri$	0.2857142857142857
assa1263	V	jīrayati	#zirni$	#zirāiba$	0.4
assa1263	N	kamaṭha	#kabāri$	#kāmarā$	0.5
assa1263	N	cumba	#sumā$	#summā$	0.125
assa1263	N	pittala	#pitalīyā$	#pital$	0.4166666666666667
assa1263	N	litta	#litā$	#leterā$	0.3333333333333333
assa1263	N	śōṣaṇa	#xohani$	#xohani$	0.0
assa1263	N	mŕ̊ṇāla	#molān$	#mānāl$	0.4444444444444444
assa1263	N	sphōṭa	#phorā$	#phuṭā$	0.3333333333333333
assa1263	N	vātula	#bāul$	#bāul$	0.0
assa1263	N	dr̥ḍhá	#ḍar$	#ḍhār$	0.25
assa1263	N	raktikā	#rāti$	#rāti$	0.0
assa1263	N	vahyá	#bozā$	#bozā$	0.0
assa1263	V	chandáyati	#sāndiba$	#sāndiba$	0.0
assa1263	N	aṣṭāˊ	#āṭh$	#āṭh$	0.0
assa1263	V	vikrīyatē	#bikiba$	#bikiba$	0.0
assa1263	N	ṣaḍaśīti	#sayāxi$	#sarahiba$	0.5
assa1263	N	dárpaṇa	#dāpan$	#dapani$	0.25
assa1263	N	bhāṇḍāgāra	#bhãrāl$	#bhã̄rār$	0.18181818181818182
assa1263	N	ut	#uphāiba$	#opharibā$	0.2727272727272727
assa1263	N	nāˊsā	#nāhi$	#nāh$	0.14285714285714285
assa1263	N	ṭappa	#ṭemekā$	#ṭāmi$	0.6
