aret1240	N	kakkhaṭa	#xagalṓ$	#kóc̣hṛ$	0.8
aret1240	N	jihvāˊ	#zīp$	#ǰip$	0.5
aret1240	N	kr̥ṣṇamallikā	#kiṣinmɔ̈̄li$	#ílī$	0.6428571428571429
aret1240	V	avanijyati	#äiž$	#onig$	0.5714285714285714
aret1240	N	mákṣā	#mučək$	#mac̣em$	0.5
aret1240	N	kapi	#kaya$	#kóīk$	0.625
aret1240	N	tr̥pu	#trua$	#tū$	0.3333333333333333
aret1240	N	utthala	#utthṓl$	#uṭlṓ$	0.3
aret1240	N	purāṇá	#purāˊno$	#puran$	0.3
aret1240	N	mártya	#mōčak$	#māč$	0.3333333333333333
aret1240	N	pánthā	#pān$	#pand$	0.3333333333333333
aret1240	N	paraśvas	#pṓru$	#prašō̃$	0.7
aret1240	N	ṭōṅka	#ṭā̤ũgṓ$	#ṭōṇó̃$	0.5384615384615384
aret1240	N	pūr	#puer$	#pūr$	0.16666666666666666
aret1240	N	ghaná	#gā̤ṛ$	#lōn$	0.625
aret1240	N	bundha	#buni$	#bun$	0.16666666666666666
aret1240	N	druṇa	#drēn$	#lun$	0.5714285714285714
aret1240	N	kāra	#kar$	#kārṓ$	0.4444444444444444
aret1240	N	śuna	#šúniṅ$	#šūnə$	0.4
aret1240	N	buṭṭa	#bəṛṓ$	#buṛulo$	0.4444444444444444
aret1240	N	sthāpana	#täwanĭ̄k$	#tawan$	0.4166666666666667
aret1240	N	śvāvídh	#išó$	#šeyō̃$	0.5555555555555556
aret1240	V	śaṭati	#šuṛ$	#šaṛók$	0.4
aret1240	V	sájati	#ṣo$	#ṣaǰo$	0.375
aret1240	N	suvānāˊ	#sawótilden$	#suã̄o$	0.7692307692307693
aret1240	N	vaṇṭa	#wãṭ$	#wanḍər$	0.4444444444444444
aret1240	N	rúśant	#leč$	#luš$	0.3333333333333333
aret1240	N	vatsá	#wāċək$	#awəśīk$	0.6
aret1240	V	badhnāˊti	#bada$	#banik$	0.42857142857142855
aret1240	N	laghú	#lamuk$	#lahūˊ$	0.375
aret1240	N	cōrá	#čeraṭṓ$	#ċur$	0.6666666666666666
assa1263	N	bhraṣṭá	#bhāṭā$	#bhāṭi$	0.2
assa1263	N	bhuṭṭa	#bhuṭkrā$	#bhuṭa$	0.2727272727272727
assa1263	V	cāláyati	#salāiba$	#sāli$	0.5
assa1263	N	gāli	#gāli$	#gāl$	0.14285714285714285
assa1263	N	khārá	#khã̄rā$	#khār$	0.3
assa1263	N	śaśá	#xahā$	#xã̄h$	0.42857142857142855
assa1263	V	marati	#maliba$	#mariyā$	0.3333333333333333
assa1263	N	śvaśrūˊ	#xāhu$	#xahā$	0.42857142857142855
assa1263	N	sindūra	#xindur$	#xendorū$	0.4
assa1263	N	śikhará	#xihariba$	#xikariba$	0.1
assa1263	N	jáṭā	#jari$	#zariba$	0.375
assa1263	N	āsphara	#āphar$	#aphariba$	0.4
assa1263	V	matti	#māti$	#māti$	0.0
assa1263	N	sphuliṅga	#phiriṅgaṭi$	#phulina$	0.5
assa1263	N	cicca	#cĩcā$	#sisiba$	0.625
assa1263	N	khāru	#khāruwā$	#khāru$	0.2727272727272727
assa1263	N	lamba	#lambā$	#lambuwā$	0.2
assa1263	V	jharati	#zariba$	#zahariba$	0.2
assa1263	V	jhaṇajḥaṇāyatē	#zanzanani$	#zandhani$	0.2727272727272727
assa1263	N	r̥jú	#uzu$	#kāuṛi$	0.6666666666666666
assa1263	N	kharpara	#khāpari$	#khāpar$	0.1
assa1263	N	lṓman	#nom$	#lomo$	0.3333333333333333
assa1263	V	jvālayati	#zāliba$	#zāl$	0.3333333333333333
assa1263	N	phucca	#phusuṅ$	#phũciba$	0.5
assa1263	N	vatsá	#bāsā$	#bāchī$	0.3333333333333333
assa1263	N	gōrakṣa	#gorkhīyā$	#gorakh$	0.5
assa1263	N	kāṣṭhahāra	#kāṭharīyā$	#kaṭhār$	0.4
assa1263	N	khala	#khal$	#khalukā$	0.4
assa1263	N	catuṣkāṣṭha	#saukāṭh$	#saukaṭh$	0.09090909090909091
assa1263	N	náśvara	#nār$	#nahariba$	0.5
assa1263	V	várṣati	#barahiba$	#barihāi$	0.4
assa1263	N	ardhá	#ād$	#ādhiba$	0.4444444444444444
assa1263	V	ḍáyatē	#ḍeukā$	#ḍene$	0.4444444444444444
assa1263	V	sīˊvyati	#xiba$	#xiwaṭi$	0.4444444444444444
assa1263	V	gaṭhati	#gariba$	#garihā$	0.2222222222222222
assa1263	N	vicchada	#besā$	#bichāiba$	0.5454545454545454
assa1263	V	luñcati	#lõc$	#lusiba$	0.625
assa1263	N	bāndhavá	#bāndha$	#badhāiba$	0.5454545454545454
assa1263	N	tātagu	#tāwai$	#tāo$	0.375
assa1263	N	phalaka	#phâr$	#phāliba$	0.5
assa1263	N	nētra	#neṭ$	#net$	0.16666666666666666
assa1263	N	gabhīrá	#gahīn$	#gaïriba$	0.5
assa1263	N	gōdhūˊma	#gomdhān$	#gohu$	0.5
assa1263	N	sthāya	#ṭhāi$	#thā$	0.25
assa1263	N	vātara	#bāyar$	#bātari$	0.2222222222222222
assa1263	V	śíkṣatē	#xikiba$	#xikāiba$	0.2
assa1263	N	rūˊpya	#rup$	#rupiba$	0.375
assa1263	N	phaṭa	#pheṭ$	#phariba$	0.5555555555555556
assa1263	N	vānara	#bāndar$	#bānar$	0.1111111111111111
assa1263	N	gaḍa	#garā$	#gari$	0.2857142857142857
assa1263	N	budbudá	#burburni$	#bob$	0.6
assa1263	N	mēdya	#mez$	#meziba$	0.375
assa1263	N	saṁdaṁśá	#xãrāh$	#xāṇxi$	0.5555555555555556
assa1263	V	lipyatē	#lipiba$	#lipatiba$	0.2
assa1263	N	pallaṭṭ	#pālṭiba$	#pālaṭ$	0.36363636363636365
assa1263	V	nirgaḍati	#nigariba$	#nigari$	0.2
assa1263	N	vatsarūpa	#bāsaru$	#basaruwā$	0.36363636363636365
assa1263	N	vḗdi	#bei$	#bei$	0.0
assa1263	V	khánati	#khanāiba$	#khāni$	0.45454545454545453
