aret1240	bhitta	#bidók$	#blitō$	0.5
aret1240	lavítra	#lētr$	#läilik$	0.6666666666666666
aret1240	mátsya	#māċ$	#mačoṭṓ$	0.6666666666666666
aret1240	prahāra	#plōor$	#lār$	0.375
aret1240	jámbha	#ǰam$	#dōm$	0.5
aret1240	yugakāṣṭha	#yūwaṭīˊ$	#yūṭ$	0.4166666666666667
aret1240	catvāˊraḥ	#čōr$	#ċōrei$	0.3333333333333333
aret1240	chikkā	#ċōs$	#čikā$	0.625
aret1240	hasana	#äzenīˊ$	#hasan$	0.7
aret1240	nabhalikā	#nolī$	#nəwáli$	0.5555555555555556
aret1240	cumbhati	#čūm$	#čumnōy$	0.4
aret1240	mr̥tá	#blīk$	#buṛō$	0.625
aret1240	kárman	#plōm$	#kyun$	0.7142857142857143
aret1240	párśu	#paṣūˊ$	#prašp$	0.5555555555555556
aret1240	hāsayati	#ezi$	#hās$	0.6666666666666666
aret1240	kukṣí	#kūič$	#kuči$	0.375
aret1240	vāˊri	#warək$	#war$	0.2857142857142857
aret1240	lakṣati	#läč$	#lē̃c̣$	0.5
aret1240	aṣṭhi	#aẽṭhīˊ$	#ẽṭ$	0.45454545454545453
aret1240	prāṇīśa	#plōnīš$	#paniš$	0.36363636363636365
aret1240	halá	#āl$	#āl$	0.0
aret1240	gava	#gō$	#gawṓ$	0.375
aret1240	sphiyá	#phī$	#phīek$	0.25
aret1240	pāˊna	#pōn$	#pōn$	0.0
aret1240	āˊsatē	#ōst$	#astec$	0.5714285714285714
aret1240	bāppa	#bāba$	#bap$	0.42857142857142855
aret1240	gōgrāmaka	#golóṅ$	#gōmäbó$	0.6363636363636364
aret1240	śvāna	#pōn$	#šōn$	0.2857142857142857
aret1240	kilāṭa	#kiroṛ$	#pilṓṛo$	0.45454545454545453
aret1240	vr̥mra	#urumī$	#wīmbṓ$	0.6
aret1240	ēḍa	#yeṛó$	#ye°$	0.5
assa1263	kaccara	#kẽcerā$	#kāsar$	0.6
assa1263	vaḍra	#bâr$	#bar$	0.16666666666666666
assa1263	śilpin	#xipini$	#xipiyā$	0.3333333333333333
assa1263	spharati	#pharpharāiba$	#phāriba$	0.4
assa1263	karpāˊsa	#kapāh$	#kapāh$	0.0
assa1263	vātá	#bāo$	#bā$	0.16666666666666666
assa1263	vádana	#bayan$	#baunā$	0.375
assa1263	uddāla	#odāl$	#udāl$	0.14285714285714285
assa1263	pōkka	#pok$	#pokā$	0.2857142857142857
assa1263	dāˊtra	#dā$	#dāt$	0.16666666666666666
assa1263	triṁśát	#trix$	#tih$	0.3333333333333333
assa1263	māra	#māur$	#mār$	0.14285714285714285
assa1263	bhaṅgi	#bhāṅi$	#bhāṅi$	0.0
assa1263	kōmalá	#kumlīyā$	#kũalā$	0.45454545454545453
assa1263	phēru	#pheu$	#pheruwā$	0.4
assa1263	maśakaharī	#mahari$	#mahārī$	0.2
assa1263	vandhya	#bãzā$	#bã̄dh$	0.375
